case_id,t1,t1ce,t2,flair,seg
BraTS2021_00388,True,True,True,True,True
BraTS2021_00389,True,True,True,True,True
BraTS2021_00390,True,True,True,True,True
BraTS2021_00391,True,True,True,True,True
BraTS2021_00392,True,True,True,True,True
BraTS2021_00395,True,True,True,True,True
BraTS2021_00397,True,True,True,True,True
BraTS2021_00399,True,True,True,True,True
BraTS2021_00400,True,True,True,True,True
BraTS2021_00401,True,True,True,True,True
BraTS2021_00402,True,True,True,True,True
BraTS2021_00403,True,True,True,True,True
BraTS2021_00404,True,True,True,True,True
BraTS2021_00405,True,True,True,True,True
BraTS2021_00406,True,True,True,True,True
BraTS2021_00407,True,True,True,True,True
BraTS2021_00409,True,True,True,True,True
BraTS2021_00410,True,True,True,True,True
BraTS2021_00412,True,True,True,True,True
BraTS2021_00413,True,True,True,True,True
BraTS2021_00414,True,True,True,True,True
BraTS2021_00416,True,True,True,True,True
BraTS2021_00417,True,True,True,True,True
BraTS2021_00418,True,True,True,True,True
BraTS2021_00419,True,True,True,True,True
BraTS2021_00421,True,True,True,True,True
BraTS2021_00423,True,True,True,True,True
BraTS2021_00425,True,True,True,True,True
BraTS2021_00426,True,True,True,True,True
BraTS2021_00429,True,True,True,True,True
BraTS2021_00430,True,True,True,True,True
BraTS2021_00431,True,True,True,True,True
BraTS2021_00432,True,True,True,True,True
BraTS2021_00433,True,True,True,True,True
BraTS2021_00436,True,True,True,True,True
BraTS2021_00440,True,True,True,True,True
BraTS2021_00441,True,True,True,True,True
BraTS2021_00442,True,True,True,True,True
BraTS2021_00443,True,True,True,True,True
BraTS2021_00444,True,True,True,True,True
BraTS2021_00445,True,True,True,True,True
BraTS2021_00446,True,True,True,True,True
BraTS2021_00448,True,True,True,True,True
BraTS2021_00449,True,True,True,True,True
BraTS2021_00451,True,True,True,True,True
BraTS2021_00452,True,True,True,True,True
BraTS2021_00453,True,True,True,True,True
BraTS2021_00454,True,True,True,True,True
BraTS2021_00455,True,True,True,True,True
BraTS2021_00456,True,True,True,True,True
BraTS2021_00457,True,True,True,True,True
BraTS2021_00459,True,True,True,True,True
BraTS2021_00464,True,True,True,True,True
BraTS2021_00466,True,True,True,True,True
BraTS2021_00468,True,True,True,True,True
BraTS2021_00469,True,True,True,True,True
BraTS2021_00470,True,True,True,True,True
BraTS2021_00472,True,True,True,True,True
BraTS2021_00477,True,True,True,True,True
BraTS2021_00478,True,True,True,True,True
BraTS2021_00479,True,True,True,True,True
BraTS2021_00480,True,True,True,True,True
BraTS2021_00481,True,True,True,True,True
BraTS2021_00483,True,True,True,True,True
BraTS2021_00485,True,True,True,True,True
BraTS2021_00488,True,True,True,True,True
BraTS2021_00491,True,True,True,True,True
BraTS2021_00493,True,True,True,True,True
BraTS2021_00494,True,True,True,True,True
BraTS2021_00495,True,True,True,True,True
BraTS2021_00495,True,True,True,True,True
BraTS2021_00496,True,True,True,True,True
BraTS2021_00498,True,True,True,True,True
BraTS2021_00499,True,True,True,True,True
BraTS2021_00500,True,True,True,True,True
BraTS2021_00501,True,True,True,True,True
BraTS2021_00502,True,True,True,True,True
BraTS2021_00504,True,True,True,True,True
BraTS2021_00505,True,True,True,True,True
BraTS2021_00506,True,True,True,True,True
BraTS2021_00507,True,True,True,True,True
BraTS2021_00510,True,True,True,True,True
BraTS2021_00511,True,True,True,True,True
BraTS2021_00512,True,True,True,True,True
BraTS2021_00513,True,True,True,True,True
BraTS2021_00514,True,True,True,True,True
BraTS2021_00516,True,True,True,True,True
BraTS2021_00517,True,True,True,True,True
BraTS2021_00518,True,True,True,True,True
BraTS2021_00519,True,True,True,True,True
BraTS2021_00520,True,True,True,True,True
BraTS2021_00523,True,True,True,True,True
BraTS2021_00524,True,True,True,True,True
BraTS2021_00525,True,True,True,True,True
BraTS2021_00526,True,True,True,True,True
BraTS2021_00528,True,True,True,True,True
BraTS2021_00529,True,True,True,True,True
BraTS2021_00530,True,True,True,True,True
BraTS2021_00532,True,True,True,True,True
BraTS2021_00533,True,True,True,True,True
BraTS2021_00537,True,True,True,True,True
BraTS2021_00538,True,True,True,True,True
BraTS2021_00539,True,True,True,True,True
BraTS2021_00540,True,True,True,True,True
BraTS2021_00542,True,True,True,True,True
BraTS2021_00543,True,True,True,True,True
BraTS2021_00544,True,True,True,True,True
BraTS2021_00545,True,True,True,True,True
BraTS2021_00547,True,True,True,True,True
BraTS2021_00548,True,True,True,True,True
BraTS2021_00549,True,True,True,True,True
BraTS2021_00550,True,True,True,True,True
BraTS2021_00551,True,True,True,True,True
BraTS2021_00552,True,True,True,True,True
BraTS2021_00554,True,True,True,True,True
BraTS2021_00555,True,True,True,True,True
BraTS2021_00556,True,True,True,True,True
BraTS2021_00557,True,True,True,True,True
BraTS2021_00558,True,True,True,True,True
BraTS2021_00559,True,True,True,True,True
BraTS2021_00561,True,True,True,True,True
BraTS2021_00563,True,True,True,True,True
BraTS2021_00565,True,True,True,True,True
BraTS2021_00567,True,True,True,True,True
BraTS2021_00568,True,True,True,True,True
BraTS2021_00569,True,True,True,True,True
BraTS2021_00570,True,True,True,True,True
BraTS2021_00571,True,True,True,True,True
BraTS2021_00572,True,True,True,True,True
BraTS2021_00574,True,True,True,True,True
BraTS2021_00575,True,True,True,True,True
BraTS2021_00576,True,True,True,True,True
BraTS2021_00577,True,True,True,True,True
BraTS2021_00578,True,True,True,True,True
BraTS2021_00579,True,True,True,True,True
BraTS2021_00580,True,True,True,True,True
BraTS2021_00581,True,True,True,True,True
BraTS2021_00582,True,True,True,True,True
BraTS2021_00583,True,True,True,True,True
BraTS2021_00584,True,True,True,True,True
BraTS2021_00586,True,True,True,True,True
BraTS2021_00587,True,True,True,True,True
BraTS2021_00588,True,True,True,True,True
BraTS2021_00589,True,True,True,True,True
BraTS2021_00590,True,True,True,True,True
BraTS2021_00591,True,True,True,True,True
BraTS2021_00593,True,True,True,True,True
BraTS2021_00594,True,True,True,True,True
BraTS2021_00596,True,True,True,True,True
BraTS2021_00597,True,True,True,True,True
BraTS2021_00598,True,True,True,True,True
BraTS2021_00599,True,True,True,True,True
BraTS2021_00601,True,True,True,True,True
BraTS2021_00602,True,True,True,True,True
BraTS2021_00604,True,True,True,True,True
BraTS2021_00605,True,True,True,True,True
BraTS2021_00606,True,True,True,True,True
BraTS2021_00607,True,True,True,True,True
BraTS2021_00608,True,True,True,True,True
BraTS2021_00610,True,True,True,True,True
BraTS2021_00611,True,True,True,True,True
BraTS2021_00612,True,True,True,True,True
BraTS2021_00613,True,True,True,True,True
BraTS2021_00615,True,True,True,True,True
BraTS2021_00616,True,True,True,True,True
BraTS2021_00618,True,True,True,True,True
BraTS2021_00619,True,True,True,True,True
BraTS2021_00620,True,True,True,True,True
BraTS2021_00621,True,True,True,True,True
BraTS2021_00621,True,True,True,True,True
BraTS2021_00622,True,True,True,True,True
BraTS2021_00623,True,True,True,True,True
BraTS2021_00624,True,True,True,True,True
BraTS2021_00625,True,True,True,True,True
BraTS2021_00626,True,True,True,True,True
BraTS2021_00628,True,True,True,True,True
BraTS2021_00630,True,True,True,True,True
BraTS2021_00631,True,True,True,True,True
BraTS2021_00636,True,True,True,True,True
BraTS2021_00638,True,True,True,True,True
BraTS2021_00639,True,True,True,True,True
BraTS2021_00640,True,True,True,True,True
BraTS2021_00641,True,True,True,True,True
BraTS2021_00642,True,True,True,True,True
BraTS2021_00645,True,True,True,True,True
BraTS2021_00646,True,True,True,True,True
BraTS2021_00649,True,True,True,True,True
BraTS2021_00650,True,True,True,True,True
BraTS2021_00651,True,True,True,True,True
BraTS2021_00652,True,True,True,True,True
BraTS2021_00654,True,True,True,True,True
BraTS2021_00655,True,True,True,True,True
BraTS2021_00656,True,True,True,True,True
BraTS2021_00657,True,True,True,True,True
BraTS2021_00658,True,True,True,True,True
BraTS2021_00659,True,True,True,True,True
BraTS2021_00661,True,True,True,True,True
BraTS2021_00663,True,True,True,True,True
BraTS2021_00667,True,True,True,True,True
BraTS2021_00668,True,True,True,True,True
BraTS2021_00674,True,True,True,True,True
BraTS2021_00675,True,True,True,True,True
BraTS2021_00676,True,True,True,True,True
BraTS2021_00677,True,True,True,True,True
BraTS2021_00679,True,True,True,True,True
BraTS2021_00680,True,True,True,True,True
BraTS2021_00682,True,True,True,True,True
BraTS2021_00683,True,True,True,True,True
BraTS2021_00684,True,True,True,True,True
BraTS2021_00685,True,True,True,True,True
BraTS2021_00686,True,True,True,True,True
BraTS2021_00687,True,True,True,True,True
BraTS2021_00688,True,True,True,True,True
BraTS2021_00689,True,True,True,True,True
BraTS2021_00690,True,True,True,True,True
BraTS2021_00691,True,True,True,True,True
BraTS2021_00692,True,True,True,True,True
BraTS2021_00693,True,True,True,True,True
BraTS2021_00694,True,True,True,True,True
BraTS2021_00697,True,True,True,True,True
BraTS2021_00698,True,True,True,True,True
BraTS2021_00703,True,True,True,True,True
BraTS2021_00704,True,True,True,True,True
BraTS2021_00705,True,True,True,True,True
BraTS2021_00706,True,True,True,True,True
BraTS2021_00707,True,True,True,True,True
BraTS2021_00708,True,True,True,True,True
BraTS2021_00709,True,True,True,True,True
BraTS2021_00714,True,True,True,True,True
BraTS2021_00715,True,True,True,True,True
BraTS2021_00716,True,True,True,True,True
BraTS2021_00718,True,True,True,True,True
BraTS2021_00723,True,True,True,True,True
BraTS2021_00724,True,True,True,True,True
BraTS2021_00725,True,True,True,True,True
BraTS2021_00727,True,True,True,True,True
BraTS2021_00728,True,True,True,True,True
BraTS2021_00729,True,True,True,True,True
BraTS2021_00730,True,True,True,True,True
BraTS2021_00731,True,True,True,True,True
BraTS2021_00732,True,True,True,True,True
BraTS2021_00733,True,True,True,True,True
BraTS2021_00734,True,True,True,True,True
BraTS2021_00735,True,True,True,True,True
BraTS2021_00736,True,True,True,True,True
BraTS2021_00737,True,True,True,True,True
BraTS2021_00739,True,True,True,True,True
BraTS2021_00740,True,True,True,True,True
BraTS2021_00742,True,True,True,True,True
BraTS2021_00744,True,True,True,True,True
BraTS2021_00746,True,True,True,True,True
BraTS2021_00747,True,True,True,True,True
BraTS2021_00750,True,True,True,True,True
BraTS2021_00751,True,True,True,True,True
BraTS2021_00753,True,True,True,True,True
BraTS2021_00756,True,True,True,True,True
BraTS2021_00757,True,True,True,True,True
BraTS2021_00758,True,True,True,True,True
BraTS2021_00759,True,True,True,True,True
BraTS2021_00760,True,True,True,True,True
BraTS2021_00764,True,True,True,True,True
BraTS2021_00765,True,True,True,True,True
BraTS2021_00767,True,True,True,True,True
BraTS2021_00768,True,True,True,True,True
BraTS2021_00772,True,True,True,True,True
BraTS2021_00773,True,True,True,True,True
BraTS2021_00774,True,True,True,True,True
BraTS2021_00775,True,True,True,True,True
BraTS2021_00777,True,True,True,True,True
BraTS2021_00778,True,True,True,True,True
BraTS2021_00780,True,True,True,True,True
BraTS2021_00781,True,True,True,True,True
BraTS2021_00782,True,True,True,True,True
BraTS2021_00784,True,True,True,True,True
BraTS2021_00787,True,True,True,True,True
BraTS2021_00788,True,True,True,True,True
BraTS2021_00789,True,True,True,True,True
BraTS2021_00791,True,True,True,True,True
BraTS2021_00792,True,True,True,True,True
BraTS2021_00793,True,True,True,True,True
BraTS2021_00795,True,True,True,True,True
BraTS2021_00796,True,True,True,True,True
BraTS2021_00797,True,True,True,True,True
BraTS2021_00799,True,True,True,True,True
BraTS2021_00800,True,True,True,True,True
BraTS2021_00801,True,True,True,True,True
BraTS2021_00802,True,True,True,True,True
BraTS2021_00803,True,True,True,True,True
BraTS2021_00804,True,True,True,True,True
BraTS2021_00805,True,True,True,True,True
BraTS2021_00806,True,True,True,True,True
BraTS2021_00807,True,True,True,True,True
BraTS2021_00808,True,True,True,True,True
BraTS2021_00809,True,True,True,True,True
BraTS2021_00810,True,True,True,True,True
BraTS2021_00811,True,True,True,True,True
BraTS2021_00814,True,True,True,True,True
BraTS2021_00816,True,True,True,True,True
BraTS2021_00818,True,True,True,True,True
BraTS2021_00819,True,True,True,True,True
BraTS2021_00820,True,True,True,True,True
BraTS2021_00823,True,True,True,True,True
BraTS2021_00824,True,True,True,True,True
BraTS2021_00828,True,True,True,True,True
BraTS2021_00830,True,True,True,True,True
BraTS2021_00831,True,True,True,True,True
BraTS2021_00834,True,True,True,True,True
BraTS2021_00836,True,True,True,True,True
BraTS2021_00837,True,True,True,True,True
BraTS2021_00838,True,True,True,True,True
BraTS2021_00839,True,True,True,True,True
BraTS2021_00840,True,True,True,True,True
BraTS2021_00999,True,True,True,True,True
BraTS2021_01000,True,True,True,True,True
BraTS2021_01001,True,True,True,True,True
BraTS2021_01002,True,True,True,True,True
BraTS2021_01003,True,True,True,True,True
BraTS2021_01004,True,True,True,True,True
BraTS2021_01005,True,True,True,True,True
BraTS2021_01007,True,True,True,True,True
BraTS2021_01008,True,True,True,True,True
BraTS2021_01009,True,True,True,True,True
BraTS2021_01010,True,True,True,True,True
BraTS2021_01011,True,True,True,True,True
BraTS2021_01012,True,True,True,True,True
BraTS2021_01013,True,True,True,True,True
BraTS2021_01014,True,True,True,True,True
BraTS2021_01015,True,True,True,True,True
BraTS2021_01016,True,True,True,True,True
BraTS2021_01017,True,True,True,True,True
BraTS2021_01018,True,True,True,True,True
BraTS2021_01019,True,True,True,True,True
BraTS2021_01020,True,True,True,True,True
BraTS2021_01021,True,True,True,True,True
BraTS2021_01022,True,True,True,True,True
BraTS2021_01023,True,True,True,True,True
BraTS2021_01024,True,True,True,True,True
BraTS2021_01025,True,True,True,True,True
BraTS2021_01026,True,True,True,True,True
BraTS2021_01027,True,True,True,True,True
BraTS2021_01028,True,True,True,True,True
BraTS2021_01029,True,True,True,True,True
BraTS2021_01030,True,True,True,True,True
BraTS2021_01031,True,True,True,True,True
BraTS2021_01032,True,True,True,True,True
BraTS2021_01033,True,True,True,True,True
BraTS2021_01034,True,True,True,True,True
BraTS2021_01035,True,True,True,True,True
BraTS2021_01036,True,True,True,True,True
BraTS2021_01037,True,True,True,True,True
BraTS2021_01038,True,True,True,True,True
BraTS2021_01039,True,True,True,True,True
BraTS2021_01040,True,True,True,True,True
BraTS2021_01041,True,True,True,True,True
BraTS2021_01042,True,True,True,True,True
BraTS2021_01043,True,True,True,True,True
BraTS2021_01044,True,True,True,True,True
BraTS2021_01045,True,True,True,True,True
BraTS2021_01046,True,True,True,True,True
BraTS2021_01047,True,True,True,True,True
BraTS2021_01048,True,True,True,True,True
BraTS2021_01049,True,True,True,True,True
BraTS2021_01050,True,True,True,True,True
BraTS2021_01051,True,True,True,True,True
BraTS2021_01052,True,True,True,True,True
BraTS2021_01053,True,True,True,True,True
BraTS2021_01054,True,True,True,True,True
BraTS2021_01055,True,True,True,True,True
BraTS2021_01056,True,True,True,True,True
BraTS2021_01057,True,True,True,True,True
BraTS2021_01058,True,True,True,True,True
BraTS2021_01059,True,True,True,True,True
BraTS2021_01060,True,True,True,True,True
BraTS2021_01061,True,True,True,True,True
BraTS2021_01062,True,True,True,True,True
BraTS2021_01063,True,True,True,True,True
BraTS2021_01064,True,True,True,True,True
BraTS2021_01065,True,True,True,True,True
BraTS2021_01066,True,True,True,True,True
BraTS2021_01067,True,True,True,True,True
BraTS2021_01068,True,True,True,True,True
BraTS2021_01069,True,True,True,True,True
BraTS2021_01070,True,True,True,True,True
BraTS2021_01071,True,True,True,True,True
BraTS2021_01072,True,True,True,True,True
BraTS2021_01073,True,True,True,True,True
BraTS2021_01074,True,True,True,True,True
BraTS2021_01075,True,True,True,True,True
BraTS2021_01076,True,True,True,True,True
BraTS2021_01077,True,True,True,True,True
BraTS2021_01078,True,True,True,True,True
BraTS2021_01079,True,True,True,True,True
BraTS2021_01080,True,True,True,True,True
BraTS2021_01081,True,True,True,True,True
BraTS2021_01082,True,True,True,True,True
BraTS2021_01083,True,True,True,True,True
BraTS2021_01084,True,True,True,True,True
BraTS2021_01085,True,True,True,True,True
BraTS2021_01086,True,True,True,True,True
BraTS2021_01087,True,True,True,True,True
BraTS2021_01088,True,True,True,True,True
BraTS2021_01089,True,True,True,True,True
BraTS2021_01090,True,True,True,True,True
BraTS2021_01091,True,True,True,True,True
BraTS2021_01092,True,True,True,True,True
BraTS2021_01093,True,True,True,True,True
BraTS2021_01094,True,True,True,True,True
BraTS2021_01095,True,True,True,True,True
BraTS2021_01096,True,True,True,True,True
BraTS2021_01097,True,True,True,True,True
BraTS2021_01098,True,True,True,True,True
BraTS2021_01099,True,True,True,True,True
BraTS2021_01100,True,True,True,True,True
BraTS2021_01101,True,True,True,True,True
BraTS2021_01102,True,True,True,True,True
BraTS2021_01103,True,True,True,True,True
BraTS2021_01104,True,True,True,True,True
BraTS2021_01105,True,True,True,True,True
BraTS2021_01106,True,True,True,True,True
BraTS2021_01107,True,True,True,True,True
BraTS2021_01108,True,True,True,True,True
BraTS2021_01109,True,True,True,True,True
BraTS2021_01110,True,True,True,True,True
